"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"11","65","Theatre's Leiter Side","Samuel L. Leiter","December 9th, 2016","<U+201C>Much of it is raucously enjoyable<U+2014>it received a sincere standing ovation<U+2014>and the heart of Palminteri's original remains intact, but its soul seems compromised by the window dressing of a big-budget production...Performed with pumped-up gusto for a fast-moving two hours, only occasionally stopping to catch its breath, the show, with its saucy profanity and comical sexual allusions...isn't for audiences seeking Disney-type entertainment.",""
"12","30","The Wall Street Journal","Terry Teachout","December 1st, 2016","It takes everything that was good about 'A Bronx Tale' and waters it down until it<U+2019>s as tasteless as a fast-food milkshake...Not only does Mr. Thornton<U+2019>s relentlessly tautological first-person narration tell you what you just saw and are about to see, but so do Glenn Slater<U+2019>s flat lyrics, which start out unpromisingly and get no better. Alan Menken<U+2019>s music is Disneyfied doo-wop with some ersatz Sinatra thrown in, the stuff TV commercials are made of.",""
"13","80","AM New York","Matt Windman","December 1st, 2016","The characters are simple, the storytelling is derivative of better-known musicals and the tone is excessively sentimental and solemn. But 'A Bronx Tale' is nevertheless an entertaining crowd-pleaser and a poignant piece of theater...There is a heartwarming aura to the storytelling and a palpable sense of sadness lurking under the nostalgia...The staging is tight and high-powered. Composer Alan Menken and lyricist Glenn Slater have built a fresh and flavorful score.",""
"14","55","New York Magazine / Vulture","Jesse Green","December 1st, 2016","For all the craft and polish applied, this musical winds up right in the middle of the wrong place. It<U+2019>s an unmoving target...Nothing rings true...The songs are all as professional and tuneful as you would expect from the team of Menken and Slater...They do perfectly well what songs are supposed to do in standard commercial musicals...But in doing so they normalize material that should not be normalized...That<U+2019>s a shame; the musical is handsome and reasonably well performed.",""
"15","65","New York Daily News","Joe Dziemianowicz","December 1st, 2016","The show<U+2019>s makers and shapers haven<U+2019>t squandered their gifts. But they haven<U+2019>t dug especially deep in the imagination department, either. 'A Bronx Tale' packs some tasty ear candy and fine performances, but it<U+2019>s as conventional as it gets and could use a surprise or two...While the story unfolds strictly by the numbers, songs by Glenn Slater and Alan Menken lend periodic lifts. Menken is an ace at crafting Zelig-like melodies that evoke a period. Doo-wop and <U+2018>60s pop loom large.",""
"16","90","Times Square Chronicles","Suzanna Bowling","December 10th, 2016","From an outstanding score by Alan Menken, touching and cohesive book by Chazz Palminteri, the effervescent choreography by Sergio Trujillo and an award-winning cast, 'A Bronx Tale' has it all. 'A Bronx Tale' is an old-fashioned musical, done the way musicals used to be with heart, soul and just a little bit of schmaltz. It is exactly what the doctor ordered in these trying times. You will get your money<U+2019>s worth in entertainment and will leave feeling good about the world.",""
"17","40","Deadline","Jeremy Gerard","December 2nd, 2016","Generously plumped with ingredients from older, better shows, an easy-going familiarity suffuses 'A Bronx Tale,' along with the comforting glaze of nostalgia. They don<U+2019>t make <U+2019>em like they yoozta (try as they might)...Astutely staged by Zaks and, OK, De Niro, 'A Bronx Tale' unfolds briskly...As to the score, like the story itself, it<U+2019>s instantly forgettable. Every line and every rhyme comes roaring down the straightaway from a mile off.",""
"18","60","Front Row Center","Stanford Friedman","December 13th, 2016","A winningly performed but losing-ly scripted musical<U+2026>Murders are forgotten about and accusations pivot for no apparent reason...This is a production that attempts to serve many masters, and the outcome is more jarring than it is synchronistic<U+2026>Fortunately, the cast shines, with Mr. Cordero being the brightest of the stars.",""
"19","70","CurtainUp","Elyse Sommer","December 1st, 2016","Cordero's sinister yet charismatic gangster-in-chief contributes mightily toward making this singing and dancing 'A Bronx Tale' an enjoyable musical entertainment...While the show has been given a sugary Disney gloss, the score is easy on the ears and the lyrics advance the story and include showstoppers...Slick, colorful and tuneful as it is, the overall feel and those echoes of 'West Side Story' do place this into pleasing but standard Broadway musical territory.",""
"20","65","Chicago Tribune","Chris Jones","December 1st, 2016","Good luck getting one of the many zesty, sticky numbers out of your head...It is impossible to experience 'A Bronx Tale without myriad other musicals popping into your head...'A Bronx Tale' is a wildly uneven show<U+2014>some parts feel just ridiculous in the broadness of their strokes, others entirely charming. The greatest strength of the piece lies in its characterization of Sonny...Sonny, like this show, is a thinly veiled but incurable romantic.",""
"21","30","Newsday","Linda Winer","December 1st, 2016","Chazz Palminteri<U+2019>s semi-autobiographical theatrical coming-of-age story has been told and retold so many times that it has the ritualized feel of a folk myth<U+2014>and not in a good way....A by-the-numbers show written by Palminteri with similarities to 'Jersey Boys' and 'West Side Story'<U+2014>but not in a good way...The cast is fine, but seldom electrifying...The lyrics by Glenn Slater have nursery rhymes you can anticipate before they are sung.",""
"22","90","Theatre Reviews Limited","David Roberts","December 1st, 2016","A stunning new musical that combines realism with just the right amount of moral ambiguity and rich enduring questions to make a delicious theatrical event worth seeing once if not twice...Mr. De Niro and Mr. Zaks provide rich direction to the ensemble cast and keep the action moving forward at an appropriate pace. The realistic conflicts of each character drive a believable plot full of wonderful dramatic surprises that give the story interesting twists and turns.",""
"23","40","The Wrap","Robert Hofler","December 1st, 2016","Why does the adult Calogero have to be as strictly white-bread boring as Tony in 'West Side Story'...While some of the problem is Thornton<U+2019>s vanilla performance, the book gives its lead character little to do but narrate...He and others are saddled with the music of Alan Menken...Why does everyone sound like they<U+2019>re still listening to the Four Seasons and the Ronettes despite all the violence and death circling around them ...A score that<U+2019>s more Disney than the Bronx.",""
"24","60","NorthJersey.com","Robert Feldberg","December 2nd, 2016","'A Bronx Tale' isn<U+2019>t a bad musical. It just doesn<U+2019>t seem a necessary one...Despite an ultimate wimp-out, the conflict over Calogero<U+2019>s soul is basic and sturdy, and the musical cruises through it in the first act with speed and focus. In the second act, though, the dramatics get messy and overblown...While there are good things in the musical, it comes across as routine and predictable...If the up-tempo numbers are fun, the syrupy, clich<U+00E9>d ballads are a dreary lot.",""
"25","75","Front Mezz Junkies","Steven Ross","December 1st, 2016","All these actors are great, singing and dancing up a storm, and giving us a totally solid show. This solidness is maybe the only complaint I have with this show. It is so well done, a total professional piece of musical theatre, but somewhere along the way it fails to be something special. I can<U+2019>t say that I didn<U+2019>t enjoy myself at any given moment, but I was never swept away...There doesn<U+2019>t seem to be any stand out numbers.",""
"26","75","Absorbing, Great acting, Dated, Great singing  webman843",""," May 3rd, 2017","See it if you are moved by stories of Fathers and Sons.","Don't see it if you expect music like other Alan Menken musicals.="
"27","40","Ambitious, Banal, Disappointing, Excruciating, Insipid  Bibliobiophile",""," April 29th, 2017","See it if you have friends who really want to see the show.","Don't see it if you value your time and don't want to feel uncomfortable."
"28","84","Delightful, Refreshing, Resonant, Entertaining, Great staging  John 2376",""," April 29th, 2017","See it if you are curious to see how the screen story plays on Broadway with imaginative staging and a fresh score. Loved the doo-wop numbers.","Don't see it if you aren't into a somewhat sentimental and melodramatic musical.="
"29","83","Funny, Delightful, Entertaining, Great singing  beth 42",""," April 29th, 2017","See it if If you like NY stories, and as advertised like Jersey Boys and West side story","Don't see it if If you don't want to see a story about growing up in a rough neigborhood.="
"30","80","Funny, Delightful, Confusing, Dated, Entertaining  eortiz1296",""," April 27th, 2017","See it if you like West Side Story, Jersey Boys, Guys and Dolls, and period shows about New York","Don't see it if misogyny in any time period irks you, or just don't understand how little boys get involved with mob bosses/gambling ring leaders="
"31","68","Romantic, Disappointing, Entertaining, Fluffy  Mimi 6098",""," April 26th, 2017","See it if you want to see some interesting acting choices. Nick Cordero is great, as always.","Don't see it if you want something new or exciting.="
"32","82","Great writing, Entertaining, Great staging, Fluffy  Adam G123",""," April 26th, 2017","See it if You want a good story that is well staged. I liked it more than I expected. Music is weakest part except one number. Acting was very good.","Don't see it if You need perfection or hated the movie. It's a nice show with solid moments.="
"33","80","Absorbing, Cliched, Entertaining  Bobby Baby",""," April 20th, 2017","See it if you like the play &/or movie, are a fan of JERSEY BOYS or just want to see a very New York show with Nick Cordero.","Don't see it if you want to see a conceptual show or one with concepts. Or HAMILTON.="
"34","80","Funny, Romantic, Entertaining, Great singing  TheaterGeekNYC",""," April 19th, 2017","See it if Alan Menken's score is catchy. Some good tunes, and a good story about a mob boss who mentors a boy. Nick Cordero is perfect. Entertaining!","Don't see it if you don't like typical love stories akin to West Side Story and Romeo and Juliet.="
"35","80","Delightful, Cliched, Entertaining  Cate M.",""," April 13th, 2017","See it if You liked the movie. (It stays pretty close to it.) You miss Jersey Boys. You love Alan Menken (tho I don't think this music was his best).","Don't see it if You're looking for something original. There was a Jersey Boys, West Side Story, small bit of Hairspray mash-up feel to this.=Also The real standouts for me here were Nick Cordero and Ariana Debose. Richard Blake was also great as the father. But the lead didn't really do anything for me, which definitely played a part in how much I enjoyed the show....<U+00A0>Read more Read less="
"36","78","Funny, Cliched, Entertaining, Good songs  Jeryl M",""," April 9th, 2017","See it if You want to see an entertaining show with catchy songs.","Don't see it if You think maifia related stories and/or musicals made from movies are overdone.="
"37","84","Nice set, Cute kid lead, Trivializes mobsters, death and racism, but in a fun way  AmyAmyAmy63",""," April 7th, 2017","See it if you liked the film and you'd enjoy a somewhat formulaic musical.","Don't see it if you're expecting it to live up to  West Side Story meets Jersey Boys.  Neither the themes, dancing or score live up to that comparison.="
"38","88","Absorbing, Clever, Delightful, Enchanting, Entertaining  Kayla Coleman",""," April 7th, 2017","See it if you liked the movie","Don't see it if you didn't like the movie="
"39","78","Clever, Entertaining  Member 70402511",""," April 7th, 2017","See it if You want to see a Doo Wop musical based on a true story.","Don't see it if Dont like violence and racial conflict.=Also An enjoyable evening with a very talented Nick Cordero and a wonderful actor playing Chazz Palminteri as a young boy.Somewhat formulaic....<U+00A0>Read more Read less="
"40","82","Absorbing, Entertaining, Excellent cast & performances  Bette T",""," April 5th, 2017","See it if you enjoy stories that take place in the 60's & Doo-Wop music. Or enjoyed the movie or Chazz Palminteri's solo show or you're from The Bronx","Don't see it if you are not a fan of the story/movie or are not a fan of doo-wop music.="
"41","72","You'd think that a combo of jersey boys + west side story would be a sure-fire combination, but you'd be wrong  Bruce 6",""," April 5th, 2017","See it if /4 terrific doo wop, acrobatic dancing, 1st act amusing  goomba  humor, and fine Nick Cordero as mafia don","Don't see it if  West Side Story  interracial dating plot is cliched, sentimentalizing dead mafia don is corny/unrealistic, in all meh nostalgic trip="
"42","50","Disappointing, Slow  TheaterGuy",""," April 3rd, 2017","See it if you're a HUGE fan of the movie.","Don't see it if you want a really interesting and challenging show where you care about the characters.="
"43","82","Absorbing, Clever, Delightful, Great singing, Fluffy  Polly 7089",""," March 30th, 2017","See it if You like musicals set in the past, and if you like 'old' New York.","Don't see it if You can't stand scenes that drag on a bit.=Also Some parts of the story dragged on a little too long.="
"44","75","Romantic, Cliched, Entertaining, Great singing, Fluffy  Veronica S",""," March 30th, 2017","See it if you think good performances are more important than an engaging plot; you enjoy doo-wop music","Don't see it if you want a fully fleshed out story; you don't like knowing the ending before the production begins="
"45","95","Great acting, Must see, Entertaining, Great singing, Great staging  annie 18",""," March 30th, 2017","See it if you like musicals. story of Italian mobsters, racial tension between 2 groups and the attempt of love","Don't see it if if you do not have an open mind="
"46","83","Parallels plot of movie by same name  Wanderlust",""," March 24th, 2017","See it if If you're a fan of doo-wop, Jersey Boys, West Side Story and/or Guys and Dolls. It's sort of a comfy mix of all of them with a little murder","Don't see it if It's not a ground-breaking theater experience, but it's an easy show to consume and enjoy.="
"47","85","Thought-provoking, Quirky, Romantic, Dated, Entertaining  Irene 6083",""," March 23rd, 2017","See it if I felt it was true to the movie. Some minor things were changed, probably due to staging, but I felt it was true to the coming-of-age story","Don't see it if Most of the songs were mediocre and not memorable. More of the music should have been 60's style.=Also I watched the movie a few hours before the show and was surprised at how true it was. I could have seen Christopher Walken playing Sonny. loved the love story....<U+00A0>Read more Read less="
"48","85","Absorbing, Entertaining, Great singing, Great staging  TheatreRat",""," March 22nd, 2017","See it if enjoy the source material. Menken's score is not his usual Bway fare and thoroughly enjoyable. Jerry Zaks does a great job w/direction.","Don't see it if you don't like the original DeNiro story or old fashion style musicals.="
"49","72","Entertaining, Throwback, Nice story, Unoriginal  Britney",""," March 21st, 2017","See it if You like personal stories showcasing a piece of NY history","Don't see it if You are looking for something innovative or new="
"50","78","Great acting, Great singing, Engaging  Brandon S",""," March 18th, 2017","See it if You're a fan of the source material and/or the creative team.","Don't see it if Coming of age gangster musicals aren't your thing.="
"51","40","CitiTour","Brian Scott Lipton","December 1st, 2016","For all the work<U+2019>s flaws, one can<U+2019>t doubt the well-meaning efforts of co-directors DeNiro and Zaks...Still, you would think such accomplished men might realize that cold-blooded murder, racial unrest and pseudo-Motown mix kind of like gin and Diet Coke...As engaging as a few of the musical numbers are they diminish Palminteri<U+2019>s core story...It seems to aspire to match 'West Side Story's' achievement<U+2013>and how far short it falls of that aim. It<U+2019>s not even half as good as 'Jersey Boys.'",""
"52","65","Woman Around Town","Alix Cohen","December 15th, 2016","The book holds solid...Most numbers emerge an amalgam of pop and generic Broadway. I<U+2019>m afraid the talented Alan Menken has been too long with Disney to put much pith into the score, which sounds homogenized...The tale has a big heart and aspects to recommend, but it could have been so much better...To my mind, directors Robert De Niro and Jerry Zaks both miss opportunities to show character definition and allow the leading man to get away with being bland.",""
"53","70","Broadway & Me","Janice C. Simpson","December 10th, 2016","A well-crafted traditional musical with an easy-listening score, peppy dance numbers, entertaining performances and an accessible plot with a comfortable can-we-all-get-along message...'A Bronx Tale' isn't the most innovative show I've ever seen but it offers a good time...Slater's lyrics aren't as clever as they're pretending to be but they get the job done. And Trujillo's dances make all the right moves...The show's MVP is Nick Cordero who plays the charismatic mobster Sonny.",""
"54","80","Wolf Entertainment Guide","William Wolf","December 8th, 2016","A terrific cast brings the show alive...It is an extremely vibrant introduction, and the musical proceeds from there, following the source from which the show has been adapted...As with many musicals, working out the plot and the issues involved intrudes upon the show<U+2019>s most entertaining elements...Despite a few heavy-handed plot moments, the staging, acting and Palminteri<U+2019>s take on the character assortment make 'A Bronx Tale' delightful in its new incarnation.",""
"55","70","NY1","Roma Torre","December 2nd, 2016","While there's much to enjoy, something feels lost in translation<U+2026>De Niro's seasoned hand is all over the performances. Best of all: Richard H. Blake's Lorenzo and especially Nick Cordero's Sonny, possessing an irresistible mix of menace, street smarts and charisma!<U+2026>Menken<U+2019>s tunes<U+2013>a terrific pastiche of <U+2018>60<U+2019>s sounds<U+2013>are memorable...But you know what they say about too many cooks, and somehow the heart of the story ends up overpowered.",""
"56","85","TheaterScene.net","Joel Benjamin","December 14th, 2016","<U+201C><U+2018>A Bronx Tale<U+2019> at the Longacre Theatre has its pleasures and delights, particularly if you have never seen Chazz Palminteri's original insightful monologue. Adding songs by Alan Menken (music) and Glenn Slater (lyrics) to Palminteri's book doesn't expand on the original but merely buff the rough diamond that was the original into a glitzier version. The original depended on Palminteri's brilliant acting and the imagination of the listener to picture the Bronx in the sixties.",""
"57","40","Financial Times (UK)","Max McGuinness","December 1st, 2016","Arouses the faint suspicion that its creators may be more interested in reliving past glories rather than scaling new triumphs...Witty tune 'Nicky Machiavelli' hints at how the musical form might have given 'A Bronx Tale' an extra dimension. Alas, the rest of the 19 numbers feel dated and serve only to emphasise the story<U+2019>s mawkish sentimentality. Under De Niro and Jerry Zaks<U+2019>s co-direction, the transitions between music, exposition and dialogue also tend to be clumsy.",""
"58","70","Entertainment Weekly","Elysa Gardner","December 1st, 2016","The streets revisited in this new production are paved with a heavy-handed and, in musical-theater terms, restrictive earnestness. There is humor and parental love, and a bit of romance; what<U+2019>s missing is the even more essential element of joy...Palminteri<U+2019>s book doesn<U+2019>t dig into Sonny<U+2019>s contradictions, and those who did catch the movie will anticipate the most clever and charming lines coming a mile away...Menken<U+2019>s tunes don<U+2019>t seduce as nimbly on a first listen as his best have.",""
"59","80","Out Magazine","Michael Musto","January 16th, 2017","The kid<U+2019>s coming of age<U+2014>and ongoing crisis deciding between love and fear<U+2014>is well told in this appealing musical, which is expertly cast, slickly staged and dramatically involving. The boy<U+2019>s Act Two romance with a black girl bogs down a bit in too many misunderstandings, and there may be too many songs about following one<U+2019>s heart, but still, the creative team did a sturdy job in making this project sing.",""
"60","90","DC Metro Theater Arts","Richard Seff","December 9th, 2016","Clearly Mr. Palminteri<U+2019>s biographical play has served him well, and now his good fortune is being spread to a marvelous group of featured actors and a gifted ensemble. It<U+2019>s a dark tale, at first glance seemingly hardly the stuff on which to base a Broadway musical. But every choice in fashioning it into a very good musical  has been the right one<U+2026>The conflicts are the building blocks that make this a solid story, told without compromise, a first-rate drama.",""
"61","85","Theater Pizzazz","JK Clarke","December 10th, 2016","'A Bronx Tale' does exactly what it sets out to do: paint a loving picture of a bygone era with bittersweet hues...Palminteri<U+2019>s pastiche of seemingly outsized characters, which anyone who witnessed the era would tell you are, amazingly, completely accurate; and catchy numbers which evolve with the times, combine to make 'A Bronx Tale' an immersive, realistic trip down memory lane.",""
"62","65","Broadway Blog","Matthew Wexler","December 7th, 2016","There are plenty of A-listers in the Playbill, which may be what sinks 'A Bronx Tale' like a thug who finds himself wearing cement shoes in the East River...Several performances float above the polluted plot lines. Cordero manages to find the delicate balance between tough guy and heart of gold. Thornton shifts midway from narrator to leading man...'A Bronx Tale' is an adequate evening of theater.",""
"63","70","Reflections in the Light","Lauren Yarger","December 13th, 2016","The lyrics and book seem a bit weak and unnecessarily telegraph action. The women are mostly window dressing<U+2026>Still, there's something moving about the relationship between Calogero and his father and that, plus a pleasing score by Menken and a run time of just over two hours, keep us interested.",""
"64","85","The Observer","Rex Reed","December 9th, 2016","Some shows open on Broadway with nothing on their minds but a joyous desire to send the audience out humming, smiling and feeling just plain terrific. Such a show is the polished, familiar but freshly refurbished chestnut 'A Bronx Tale'<U+2026>In its present incarnation, with take-home tunes, a first-rate cast and lively choreography, it clicks like a new Rolex<U+2026>On the whole, 'A Bronx Tale' is a pleasant surprise guaranteed to send you through the exit doors smiling.",""
"65","85","StageZine","David NouNou","December 8th, 2016","The first truly, thoroughly enjoyable show of the 2016 fall season...The music and lyrics by Alan Menken and Glenn Slater capture the mood, feel, and essence of the 1960s doo-wop and rock-and-roll sound to perfection...Sure, the story seems familiar, but it is done in a fresh way, and that fresh thing is sincerity...DeNiro and Zaks have taken the story and directed it without any frills, just fine-tuned it to let the tale unfold in the most simplistic and realistic of ways.",""
"66","50"," Script with Dan Dwyer","Dan Dwyer","December 5th, 2016","Sometimes even the most stellar combination of exceptional creative talent doesn<U+2019>t add up to exceptional theatre. That<U+2019>s the case with the musical version of 'A Bronx Tale'...The book, reduced to Broadway musical formula, doesn<U+2019>t get too deep, so the melodrama seldom rises above the sentimental. The themes of family, loyalty and morality are obvious...Cordero<U+2019>s performance is the highlight...All the parts fall into place methodically and precisely but without much originality or inspiration.",""
"67","70","Village Voice","Michael Feingold","December 7th, 2016","While <U+2018>A Bronx Tale<U+2019> never exactly falsifies its subject, it gives the effect of skating over everything lightly, never quite coming to grips with the grit it touches on<U+2026>Within these limitations, <U+2018>A Bronx Tale<U+2019> has its good points<U+2026>The Menken-Slater songs, carefully crafted in period-pastiche forms, supply pleasantly accurate atmosphere<U+2026>The overall result isn't bad, just a little bland for the vital matters involved.",""
"68","60","The Stage (UK)","Mark Shenton","December 1st, 2016","This latest incarnation feels derivative and threatens to drown a resonant personal story in musical theatre cliche...Alan Menken's jaunty pastiche-laden score provides some diversion, but this is not, as one of the songs is titled, 'One of the Great Ones.' There's neither much in the way of dramatic or musical lift-off, though choreographer Sergio Trujillo does what he can to propel the songs forward.",""
"69","80","Stage Buddy","Tami Shaloum","December 15th, 2016","The new musical is sure to please fans of the movie<U+2026>An unabashed love letter to the eponymous borough<U+2026>Menken returns to his 'Little Shop of Horrors' roots with a fun doo-wop score...The energetic choreography, by Sergio Trujillo, is some of the best on Broadway right now...The best commendation of 'A Bronx Tale' is its refusal to take a side with either Sonny or Lorenzo and, by that design, it is neither a scathing takedown of organized crime nor a glamorization of it.",""
"70","80","NY Theatre Guide","Jeff Myhre","December 9th, 2016","The performers can<U+2019>t possibly be better, but I wish Alan Menken and Glenn Slater had given them something more to deliver on. There are a couple of songs that are standouts, but given the time and the place, they could have mined the rich vein of American music that included doo-wop and Motown<U+2026>The music tends toward traditional Broadway show tunes...The artistic choices made in this production have almost without exception been the wise ones.",""
"71","45","NJ.com","Patrick Maley","December 1st, 2016","The show takes a gritty, complex story and renders it trite, maudlin, and moralistic...The package is certainly finely tuned for maximum razzle-dazzle: Menken and Glenn Slater's songs are full of big hooks and soaring crescendos...and Sergio Trujillo's lively choreography hums with a steady energy...Palminteri's semi-autobiographical story at the heart of this show remains compelling, but 'A Bronx Tale' is ultimately much better (and more inexpensively experienced) as a movie.",""
"72","75","ZEALnyc","Sheila Kogan","December 2nd, 2016","It is serious stuff; but in this musical universe, it<U+2019>s leavened with humor, music, dance and good fun. Briskly paced, 'A Bronx Tale' is an old-fashioned book musical that takes us along for the ride...Although not wildly imaginative nor groundbreaking, the songs are evocative and enjoyable as sung by the talented performers. The choreography is energetic...All the characters feel three-dimensional, and the performers are all first-rate...'A Bronx Tale' provides a fun night in the theater.",""
"73","40","WNBC","Dave Quinn","December 1st, 2016","Despite the best efforts of its cast and creative team, this once-exciting story comes across stale and banal. It's a shame too, because <U+2018>A Bronx Tale<U+2019> has assembled some truly talented folks<U+2026>Menken and Slater's doo-wop and Motown-style tunes don't do them any favors. As a whole, the score feels far too vanilla and somewhat forgettable<U+2026>There is one bright spot throughout, and that's actor Nick Cordero...A harsh reminder that some stories don't need reinvention.",""
"74","75","Exeunt Magazine","Juliet Hindell","December 5th, 2016","A crowd-pleasing, nostalgic coming-of-age story with a welcome dose of racial tolerance just right for our times...The direction plays it fairly safe but confidently establishes a warm retro approach...The promising a cappella song from the opening is cut short but there<U+2019>s plenty of other music to enjoy, with early rock 'n<U+2019> roll and Motown influences...The Longacre<U+2019>s stage seems to confine the action. The dance numbers in particular need more space to breathe.",""
"75","70","Paste Magazine","Alicia Kort","January 2nd, 2017","Although this musical isn<U+2019>t particularly groundbreaking, it<U+2019>s fun...'A Bronx Tale' hits on classical Broadway tropes to mostly positive results...'A Bronx Tale' is best during its ensemble numbers...It<U+2019>s at its worst when Menken and Slater ply on the sentimentality. Certain songs are way too cheesy and seem old-fashioned in a bad way, but the fun characters and unexpected plot twists, which go against the conventions of many mob movies, show why this tale continues to take on new forms.",""
"76","80","Funny, Romantic, Engaging  Izagma",""," March 18th, 2017","See it if you are from the Bronx, you liked the movie or enjoy urban life stories in general.","Don't see it if you did not like the movie or can not relate to urban stories.="
"77","65","Quirky, Disappointing, Slow, Fluffy  David T",""," March 16th, 2017","See it if you enjoy mobster themes. The acting isn't too bad. A few funny moments, but rare through two hours. A Jersey Boys replacement.","Don't see it if you want good music, a plot that isn't cliched, and don't enjoy a mobster type story.="
"78","78","Delightful, Entertaining, Great singing, Great staging  Ken-G",""," March 14th, 2017","See it if You want to see a feel-good musical about family and the effects of kindness and inclusiveness on your neighborhood.","Don't see it if You don't like doo-wop and 1960s music.="
"79","82","Funny, Clever, Entertaining, Fun, Great singing  Suehodd",""," March 6th, 2017","See it if you like a fun, entertaining musical.","Don't see it if If you prefere more profound pieces="
"80","66","Banal, Cliched  Christopher H 6188",""," March 6th, 2017","See it if You enjoy completely uninspired, bland musicals","Don't see it if You don't have a family member in it=Also I was surprised that a big Broadway show had such mediocre performances. Only the two lead men were at all convincing. It was a really lackluster show...<U+00A0>Read more Read less="
"81","85","Indulgent, Disappointing, Cliched, Dated, Expected  Laurie R",""," March 3rd, 2017","See it if you liked the movie and stories that are very focused on men & the mob.","Don't see it if you want to see the next Jersey Boys. I wanted it to be, but it wasn't quite.="
