"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"12","55","Talkin' Broadway","Matthew Murray","March 12th, 2017","'Come From Away' can't escape its own generic nature; it lacks the necessary fuel. The story doesn't stun...What they have done is make the best of a bad arrangement. They've created one of the most energized and exhilarating evenings of static I've ever seen...Of the many things 'Come From Away' wants to be about, September 11 is pretty far down on the list. That robs it of the urgency, authenticity, and soul it would need to be a grand trek rather than a mildly pleasant detour.",""
"13","30","The Wall Street Journal","Terry Teachout","March 13th, 2017","A gushily sentimental piece of theatrical yard goods that makes every mistake a musical can make...The results play like a volume of oral-history transcripts set to music, and the decision of the authors not to focus tightly on specific characters results in a cluttered, top-heavy show with too much exposition and not nearly enough development...If you<U+2019>ve been waiting breathlessly for a gooey, uplifting musical about 9/11, your dream has come true.",""
"14","25","The Huffington Post","Michael Glitz","March 22nd, 2017","<U+201C>It seems almost churlish to take apart such a blandly friendly show like <U+2018>Come From Away.<U+2019> But bland it is, from the book to the songs to the choreography and pretty much every performance. The inescapable problem is that there is no dramatic story to tell<U+2026>Any possibilities for tension are mostly ignored<U+2026>Many of the characters are based on real people but they all feel anonymous.",""
"15","55","AM New York","Matt Windman","March 12th, 2017","Sunny and overstuffed but well-meaning...It<U+2019>s a heartwarming story told with high energy, not to mention an effective seminar on crisis management and a persuasive advertisement for Canadian tourism...But good intentions aside, 'Come From Away' has the depth of a Hallmark card and a pub rock score that is generic and unmemorable. In attempting to keep track of so many different people at once without pause, few receive more than superficial treatment.",""
"16","60","New York Magazine / Vulture","Jesse Green","March 12th, 2017","By no means the best musical on Broadway, but it<U+2019>s surely the goodest...The production, tightly directed by Ashley, does its damnedest to knock you into submission. The songs are pleasant...In facing the problem of making its story palatable as a stage work, 'Come From Away,' despite its good heart, has possibly lost its way...That it may succeed in making the audience cry is a testament to its fine qualities,  which are sufficient to position 'Come From Away' as a possible feel-good hit.",""
"17","75","New York Daily News","Joe Dziemianowicz","March 12th, 2017","A big-hearted and crowd-pleasing musical...It's a story that sings...While rousing and rich in harmony, the music suffers from sameness and a sound mix that obscures lyrics...Quips are balanced with serious moments revolving around personal crises and cultural collisions, but the show could do with a bit more introspection...Director Ashley guides the excellent cast and energizing staging...It's a singing reminder that when things are at their worst, people can be at their best.",""
"18","90","Times Square Chronicles","Suzanna Bowling","March 18th, 2017","This feel-good musical is infectious, enchanting and just what this country needs right now...Director Christopher Ashley and his amazing 12-member cast recreate the story...Each have their moment to shine but they are a true ensemble...It is hard not to be moved. Even as I am writing this I find myself choking up...'Come From Away' is tuneful, smart and heartfelt, and is sure to have you leaving the theatre feeling just a little bit more positive than when you entered.",""
"19","80","Deadline","Jeremy Gerard","March 12th, 2017","Charming and emotionally resonant...'Come From Away' speaks the common language of just folks, and it sings and dances with the authentic inspiration of Newfoundland<U+2019>s Celtic-based music...Hein and Sarnoff are not Sondheim. The folksy songs in 'Come From Away' are nearly all expository rather than revelatory...The show, staged with kinetic enthusiasm by Christopher Ashley, positively reeks of integrity<U+2013>positive being the operative word.",""
"20","70","CurtainUp","Elyse Sommer","March 18th, 2017","There's certainly plenty to admire about 'Come From Away'...Director Ashley has done a masterful job of insuring that the 12 actors fluidly shift back and forth between their multiple roles...The resourceful staging and non-stop energy of the performers accomplishes its intent...Unfortunately, there are more than a few things missing...None of the characters really make strong, individual impressions...The music is catchy but repetitive and so abrasively loud that it's hard hear the lyrics.",""
"21","55","Chicago Tribune","Chris Jones","March 12th, 2017","The show insists on a kind of oral-history equality, constantly shifting from one narrator or protagonist to another...This was no doubt intentional...But it comes at the price of character development...The audience for this show will have been more impacted personally by the losses of Sept. 11...This show never explores that truth...To really do that, Ashley's production would have to be more willing to pause, breathe and challenge, and allow those impacted the most to come to the fore.",""
"22","60","Newsday","Linda Winer","March 12th, 2017","A feel-pretty-nice musical. Think of the simple show as psychological training wheels, perhaps a way to ease us into the unbearable stories our playwrights might someday ask us to confront...The Gander people have a real untold story to tell, which Sankoff and Hein lay out with bits of overlapping narratives and folksy, stomping songs...Director Ashley gets solid, likable performances...Over five days, however, they get distracted into what feels just a bit too much like hootenanny camp.",""
"23","25","The Wrap","Robert Hofler","March 12th, 2017","As songwriters, this duo relies on a strong percussive element that<U+2019>s so incessant that their songs take on a militaristic flair. And they<U+2019>re also very, very loud...Dialogue is shrill and disembodied from the actors, and when the ensemble sings any of the show<U+2019>s foot-stomping anthems, the lyrics are indecipherable...Christopher Ashley directs the ground traffic, and when he finally gets all those stranded visitors back up in the air you will definitely experience their sense of relief.",""
"24","85","NorthJersey.com","Robert Feldberg","March 12th, 2017","<U+201C>It<U+2019>s a celebration of the best human instincts, and, particularly coming at this time, doesn<U+2019>t seem at all hokey. It<U+2019>s cheering and refreshing...<U+2019>Come from Away<U+2019> tells its many-sided story in an effective, fast-moving style...The well-integrated  songs, which range literally from foot-stompers to ballads, are mostly performed by the entire company, emphasizing the theme of community...Tells its story efficiently, but also with a sense of completeness. It<U+2019>s a tale well-worth hearing.<U+201D>",""
"25","88","Front Mezz Junkies","Steven Ross","March 12th, 2017","It is a refreshing, warm, and very humane tale that attends to the lump that will be in your throat, and the tears of love and compassion that will run down your cheeks, by also putting a big grin on your face...This writing team does create the most musically lovely story about that day in the most humanly way possible...Beautifully staged by the creative team, 'Come From Away' is one of the most singularly engaging new musicals to come to Broadway this spring.",""
"26","95","Beautiful, Thought-provoking, Relevant, Resonant, Touching  webman843",""," May 3rd, 2017","See it if you want to see a beautifully moving story portrayed perfectly. (You will cry)","Don't see it if you are looking for production value.="
"27","89","Absorbing, Masterful, Resonant, Hilarious, Entertaining  MIGUEL 6089",""," May 2nd, 2017","See it if Best ensemble on Bway evokes laughs and tears in this moving and foot-stomping musical with an overabundance of empathetic heart","Don't see it if highly functional songs are not particularly memorable save for the Jenn Colella showstopper="
"28","95","Clever, Delightful, Refreshing  KMAC23",""," May 1st, 2017","See it if a fantastic musical with a great music, beautiful stories and lots of laughs. I can't think of a single bad thing to say.","Don't see it if go see it."
"29","92","Clever, Must see, Entertaining, Great singing, Great staging  Cristina 3",""," April 30th, 2017","See it if You love a great ensemble cast and an interesting story.","Don't see it if You want solo acts or a one person show.="
"30","90","Absorbing, Must see, Relevant, Resonant, Moving  Brett Mann",""," April 30th, 2017","See it if you want to see a strong original ensemble piece. Beautifully sung w/masterful music excellently performed on-stage by rockin' musicians.","Don't see it if you have no heart. Deeply moving, sweet & loving. Hits home for all NY'ers. Amazing ensemble performs AS ONE: their unison is enthralling.="
"31","80","Delightful, Enchanting, Relevant, Entertaining, Heart-warming  Bibliobiophile",""," April 29th, 2017","See it if you want to walk away from a show feeling better about humanity.","Don't see it if you want to see a show that will make you think deeply.="
"32","93","Absorbing, Clever, Thought-provoking, Great writing, Great staging  banksdn",""," April 29th, 2017","See it if You want to laugh and cry while remembering an event that is scorched in our minds","Don't see it if You want standard fare about fictional people and places="
"33","90","Absorbing, Clever, Thought-provoking, Relevant, Entertaining  Stacie 6",""," April 29th, 2017","See it if You want to see something that demonstrates the good in people during a tough time. Enjoy seeing people pulling together.","Don't see it if If you do not want to be reminded of 9/11 in any way shape or form. Want elaborate sets. Find actors playing multiple roles confusing.=Also I normally stay clear of anything 9/11 related. This show is about people who were impacted far away from both ground zeros. Though it brought back painful memories. It was good to see this perspective....<U+00A0>Read more Read less="
"34","86","Absorbing, Clever, Must see, Great singing, Great staging  ELON 6085",""," April 27th, 2017","See it if Want to see a show that is relevant and has you anxiously awaiting your chance to stand up and cheer. Great staging.","Don't see it if Are easily depressed over 9/11 conversation or are easily confused by multiple stories at once.="
"35","84","Epic, Refreshing, Riveting, Entertaining  Wira",""," April 27th, 2017","See it if you want to see an expertly crafted, Celtic-accented, and feet stomping-filled show on a portrait of heroic hospitality from September 2001","Don't see it if you want to miss a show with the biggest heart this season, with a cast of 12 telling the individual, diverse, and complex lives of hundreds="
"36","93","Ambitious, Thought-provoking, Quirky, Great singing, Great staging  Jish",""," April 27th, 2017","See it if you want to see a fully original musical staged by a scrappy team of actors all working in perfect harmony","Don't see it if the subject matter is not one that you want to re-visit="
"37","85","Absorbing, Dizzying, Intense, Thought-provoking, Resonant  eortiz1296",""," April 27th, 2017","See it if you were alive during 9/11, enjoy learning about the lesser-known details of history, or are moved by human kindness with no ulterior motive","Don't see it if you have a fear of flying, or if you can't handle discussion of terrorist activity/national disasters (it's an intense thing; no shame)="
"38","89","Funny, Absorbing, Delightful, Enchanting, Entertaining  Ralph 5",""," April 26th, 2017","See it if Interesting story, well executed, catchy music. Entertaining.","Don't see it if Interesting story, well executed, catchy music. Entertaining.="
"39","90","Absorbing, Delightful, Great acting, Must see, Hilarious  Christopher H 6188",""," April 23rd, 2017","See it if You want to be deeply moved while being entertained and highly amused","Don't see it if Your only concern in a musical is the music--it's perfectly good but not what the show will be remembered for=Also I didn't expect to laugh so much. Seriously, it's the funniest show I've seen in years. The cast is unanimously superb, with lots of new faces....<U+00A0>Read more Read less="
"40","92","Intelligent, Relevant, Resonant, Entertaining, Great singing  Maya B",""," April 23rd, 2017","See it if You want to see an inspiring, heartwarming, uplifting story based off of a true event.","Don't see it if you don't want to see a show based off of an event that occurred as a result of 9/11.="
"41","91","Absorbing, Great writing, Great singing, Enjoyable, Touching  Izagma",""," April 22nd, 2017","See it if You are interested in a good play about a true story of hospitality in times of need after 9/11.","Don't see it if Stories about 9/11 are too close fir comfort or you are not ready gor a positive 9/12 story.="
"42","79","Clever, Great acting, Intelligent, Entertaining, Great staging  Mrs. Lovett",""," April 19th, 2017","See it if Extremely well staged and acted. Well told story that keeps you involved","Don't see it if You are expecting to be tremendously moved as some critics felt. It was very enjoyable but I expected more.="
"43","89","Great acting, Relevant, Great singing  TheaterGeekNYC",""," April 19th, 2017","See it if One of those shows that one finds delightful with a lot of hear. Great singing, and stirs in you the power of the human connection.","Don't see it if conceptual and minimalist staging bothers you.="
"44","100","Must see, Riveting, Great writing, Great singing, Great staging  CJ S",""," April 18th, 2017","See it if A show about the human spirit. Do yourself a favor and be a part of this experience.","Don't see it if There is absolutely no reason. You will be a kinder, empathetic, and selfless person when you leave the theatre.="
"45","99","Epic, Intelligent, Must see, Refreshing, Great writing  Gail 7095",""," April 16th, 2017","See it if You are a thoughtful, caring human being who cares about your fellow human beings. If you voted for Trump, this might be the cure.","Don't see it if All you want to do is build a wall and are so closed minded you are not willing to see a better way.="
"46","83","Absorbing, Ambitious, Refreshing, Great staging  actorguy",""," April 15th, 2017","See it if you want to see the show that will give DEH a run for it's money at the Tony awards. Heartfelt. Beautiful staging/direction","Don't see it if you are looking for a flashy musical.="
"47","87","Absorbing, Must see, Refreshing, Great writing, Great staging  Jennzy",""," April 13th, 2017","See it if you want to witness a beautiful story and a great cast as well!","Don't see it if you want to see a play!="
"48","25","Thought-provoking, Cliched, Overrated, Glib, Sentimental  JimDM",""," April 12th, 2017","See it if You want a folksy musical about the effects of 9/11 on one small town, docu-drama style.","Don't see it if You were in NYC on 9/11. Or you want your characters to feel developed. Or any sense of the scale of the tragedy. It felt glib and dishonest="
"49","89","Refreshing, Entertaining, Great singing, Touching  Heltondrew",""," April 12th, 2017","See it if You love a sense of community and great singing.","Don't see it if You don't like smiling="
"50","100","Funny, Clever, Delightful, Must see, Entertaining  EM1408",""," April 11th, 2017","See it if You love a great ensemble piece with lively music","Don't see it if You would prefer a focused piece with one major character arc="
"51","88","Bob's Theater Blog","Robert Sholiton","March 12th, 2017","An excellent ensemble of twelve play both the residents and the guests, changing roles faster than you can blink...The style of the music is mainly Celtic folk. Many of the songs sounded alike to my untrained ear. There is one lovely number where several passengers pray, each according to his or her custom....Christopher Ashley<U+2019>s direction keeps things flowing smoothly...Judging from the audience<U+2019>s enthusiasm, Broadway will welcome this feel-good musical.",""
"52","75","WNBC","Robert Kahn","March 12th, 2017","A dignified, often funny new musical...Some of the characters are real; others are recognized to be composite sketches of the people whom writers Sankoff and Hein met. Inevitably, many of the portrayals feel like stock characters but the acting is excellent all around...'Come From Away' manages to find a spiritual angle to a horrific story, depicting the goodness in humanity while still allowing us room for the feelings of loneliness and fear that will always be connected to that time.",""
"53","90","NY1","Roma Torre","March 12th, 2017","The beautifully crafted musical leaves us not just feeling good, we<U+2019>re transported on a wave of hope for humanity...A huge bravo to director Ashley who masterfully orchestrated the complex work...Sankoff and Hein created this wonderful work with a moving score that's both melodic and rousing...Every member of this extraordinary collaboration deserves the highest praise. With great warmth and humor, 'Come From Away' is a soul-stirring antidote to the terrors we face near and far.",""
"54","95","TheaterScene.net","Joel Benjamin","March 16th, 2017","For once a 'feel-good' musical that also has depth and resonance! 'Come From Away' at the Gerald Schoenfeld Theatre takes on one of the darkest periods in our contemporary history and spins it into a goldmine of goodwill, compassion and gentle surprises.",""
"55","40","Financial Times (UK)","Max McGuinness","March 14th, 2017","<U+201C>The small, multitasking ensemble certainly do their damnedest to keep looking on the bright side of world-historical catastrophe...But the show<U+2019>s ode to triumph in the face of adversity quickly becomes repetitive in the absence of any discernible attempt to grapple with the full horror of the attacks<U+2026>And there<U+2019>s little sense of pathos in Sankoff and Hein<U+2019>s jaunty, Celtic rock-themed score, which made me feel as if I had been locked in a particularly hellish ersatz Irish pub.<U+201D>",""
"56","85","The Washington Post","Peter Marks","March 12th, 2017","<U+201C>The lump that forms in your throat in the opening minutes is the physiological confirmation that this effervescent musical, enveloped in Canadian good will, is an antidote for what ails the American soul...The alternating stories of the townspeople and the strangers in their midst are communicated vivaciously by book and songwriters Sankoff and Hein, in a bracingly kinetic production directed by Christopher Ashley, doing some of the most impressive work of his career. <U+201D>",""
"57","85","Towleroad","Naveen Kumar","March 13th, 2017","Alternately heartwarming and heartbreaking, 'Come From Away' reminds us of the simple truth that tragedy sometimes brings out the best in people. It<U+2019>s a story we don<U+2019>t hear often enough, and, yes, one worth going on about in song...It<U+2019>s almost impossible to sit through 'Come From Away' and not think back to where you were on 9/11...Director Christopher Ashley<U+2019>s lean staging works in part because his subject matter is already so vivid in our collective imagination.",""
"58","80","Out Magazine","Michael Musto","March 13th, 2017","The musical manages to tell this story without mawkish sentimentality or manipulation, keeping things moving with a fluid staging that incorporates group numbers, solo spots, narration, heart, humor and a finale by the band...Things are generally sunny, yet believable. Finally, a musical not based on an old movie, but on an actual occurrences<U+2014>it feels fresh and welcome.",""
"59","80","DC Metro Theater Arts","Richard Seff","March 17th, 2017","Under Ashley<U+2019>s non-stop direction, the stage is constantly in motion, which is useful in that it keeps the energy high, but distracting in that it never stops long enough for us to get to know anyone very well...Taken all together, it works...'Come From Away' is an important show for our troubled times. We need honestly drawn stories of hope and good will to come from the stage...It<U+2019>s refreshing to have on the boards something as exuberant as 'Come From Away.'",""
"60","80","Theater Pizzazz","JK Clarke","March 13th, 2017","It<U+2019>s an inauspicious beginning. Yet, somehow it starts to work...By the end of the show, and their visit, we are emotionally invested in each story, so much so that their departure is cathartic. And for all their stories, the town folk are just as dynamic and fascinating...What this production demonstrates, particularly through Christopher Ashley<U+2019>s expert direction, is that the sum of 'Come From Away<U+2019>s' various stories and parts make a much greater, more beautiful whole.",""
"61","90","Musical Theater Review","Ron Cohen","March 19th, 2017","The book, music and lyrics are the inspired work of Irene Sankoff and David Hein. With a cast of 12 backed by eight musicians, the production, for a Broadway musical, is relatively small-scale...But all of it is managed with big-time ingenuity by director Ashley...Story theatre techniques are used to the nth degree. The performers switch characters, from townspeople to passengers and back again...There are indeed a lot of upbeat goings-on...But the darker side of the events is hardly ignored.",""
"62","85","WNYC","Jennifer Vanasco","March 18th, 2017","A delightful new musical...This is a story about kindness and coming together, which feels like a balm in today's bitter, divided age...The music is fierce and lively and sometimes poignant. Director Christopher Ashley pulls the magic trick of keeping all the characters straight, as they whirl in and out of different characters. 'Come From Away' is a love letter<U+2014>to Newfoundland, to New York, to what people can do if they set aside fear and hate. Don't miss it.",""
"63","95","Epoch Times","Judd Hollander","April 19th, 2017","A brilliant achievement...The show makes you laugh and cry at the resiliency of the human spirit...The cast, all of whom play multiple roles, are quite simply fantastic. Christopher Ashley<U+2019>s direction is letter-perfect, and Kelly Devine<U+2019>s excellent musical staging includes a rousing opening sequence that helps to establish a small-town atmosphere for Gander. Alternatively funny and profoundly moving, 'Come From Away' is a brilliant example of all that musical theater can be.",""
"64","90","Theater Life","Paulanne Simmons","March 26th, 2017","Should warm the heart of even the world<U+2019>s worst cynic. But the musical, directed by Christopher Ashley, has much more to praise. First there<U+2019>s Sankoff and Hein<U+2019>s spirited score, driving, buoyant and often tuneful, with an appropriately Celtic undertone...Then there<U+2019>s the tremendous acting of the 12-member ensemble...It is a musical about people who do their best in the worst of times. And for this we can only say thank you.",""
"65","75","Village Voice","Michael Feingold","March 28th, 2017","<U+201C>Directed with his customary whip-smart precision by Christopher Ashley, the show offers the exhilarating combination of a set of feel-good stories with the hectic pace of breaking-news coverage. It doesn't dig deep: Its characters are rarely more than thumbnail sketches, and its lively music tickles the ear rather than catching the heart. But the overall shape of the event, told with smart skill and a generous spirit, has a sweet-tasting goodness to it.",""
"66","90","The Stage (UK)","Mark Shenton","March 12th, 2017","There are 10 new titles debuting across the year, but 'Come from Away' towers over the rest in terms of originality and daring...Sankoff and Hein's folk-based score has an easy affability and an earnest sincerity. Christopher Ashley's production gives the show a homespun honesty, and the 12-strong ensemble company, each of whom plays multiple characters, invest it with real feeling and emotion...A musical that tells an unusual, unfamiliar 9/11 story with tact and tremendous feeling.",""
"67","85","Daily Beast","Tim Teeman","March 12th, 2017","It is as simple in its focus as the acts of goodness and gratitude at its thematic core...It's not that 'Come From Away' doesn't approach tricky themes, but without much agonizing, it shines a positive light on them...From tragic source material, 'Come From Away' has wrought a work that emphasizes goodness and shared humanity. Whatever your cynicism levels around how that may sound on paper, resistance to the show-as-performed is pretty futile.",""
"68","95","StageZine","Scott Harrah","March 12th, 2017","<U+201C>Brilliant<U+2026>It is this show<U+2019>s ability to surprise and touch even the most cynical, jaded New York theatergoer that makes it so unusual and emotionally powerful<U+2026> In addition to the outstanding cast, expertly directed by Christopher Ashley, there is innovative choreography by Kelly Devine<U+2026>A musical that celebrates and glorifies humanity<U+2026>It<U+2019>s a new type of never-before-seen, uncharted musical territory much like 'Hamilton' was, and should also make musical-theater history.",""
"69","75","Cabaret Scenes","Elizabeth Ahlfors","March 22nd, 2017","May be the most inspirational, feel-good, 100 minutes of bang-for-the-buck ticket you can buy this season...Director Christopher Ashley is a master at keeping various personal stories moving at an energetic clip...While the actors are energetic and enthusiastic, there is no time for character depth. In addition, Sankoff and Hein<U+2019>s score fails to stand out with distinction, although the energy never sags...At its heart, 'Come From Away' is an extraordinary production.",""
"70","85","ZEALnyc","Chris Caggiano","March 27th, 2017","As rousing, entertaining, and tremendously moving as any other show currently playing in New York...The show never gawks, sensationalizes, or trivializes the horrific events of that day. Rather, it renders the incomprehensible in real, richly human terms...If the show falls short in any way, it<U+2019>s in its ambition to do too much...Director Ashley<U+2019>s staging is, for the most part, slick and efficient, achieving the show<U+2019>s multitude of character and location changes with dazzling effectiveness.",""
"71","60","CitiTour","Diane Snyder","March 13th, 2017","<U+201C>Heartfelt but overly sentimental<U+2026>It tries to tell so many little stories that there<U+2019>s scant time to develop three-dimensional characters and substantial dramatic conflict. And the songs are pleasant but unmemorable<U+2026>Director Ashley and choreographer Devine keep the show focused and lively...Given the divided state of our country today, there<U+2019>s joy to be found in watching good folks look out each other. But it<U+2019>s not enough to send 'Come From Away' soaring to theatrical heights.",""
"72","90","Peconic Public Broadcasting","David Richardson","March 13th, 2017","<U+201C>Despite that it is really just an excellent off-Broadway musical trying to make it in the big-time world of Broadway, it<U+2019>s pretty darned good with some excellent music and a great cast of unknowns<U+2026>The music...is catchy and memorable and the ensemble cast who perform all the numbers are all incredibly talented<U+2026>An excellent musical<U+2026>A must small-time see.",""
"73","85","BackStage Barbie","BackStage Barbie","March 12th, 2017","The score is energetic and homey, though you won't leave humming any particular tune. The songs really run together, not because they aren't memorable, but because the pace of the show is so rapid and is directed in such a way that the action is nonstop with seamless transitions...Ashley's direction and Devine's choreography are beautiful in their simplicity...I never once felt that I was watching a scene, but rather a continuous stream of action and emotion.",""
"74","85","Showbiz 411","Roger Friedman","March 13th, 2017","There<U+2019>s an indescribable charm to 'Come from Away' despite the fact that it<U+2019>s an ensemble, and that there are no big 'eleven o<U+2019>clock' songs. You will not come out humming...But I do think the ensemble is so well directed and energized that they manage to infect the audience with a real sense of pathos about the situation. Also, and this to thanks to Sankoff and Hein<U+2019>s book, there<U+2019>s nothing maudlin going on...The whole cast should be praised. This is a show with a lot of heart.",""
"75","88","BSonArts","Bruce Smith","March 12th, 2017","A very entertaining musical that is given a near pitch-perfect production...The show is full of humor and a company of 16 talented performers play multiple characters with aplomb and warmth. Most of the music is sung in ensemble and is staged with imagination and skill...Much of the music sounds the same but it blends perfectly with the story...As the show progressed...something was tugging at me. This was 9/11...I felt almost a sense of guilt for being seduced by the show.",""
"76","84","Absorbing, Delightful, Refreshing, Entertaining, Great singing  Vicki 6143",""," April 9th, 2017","See it if You like human interest stories that elevate your understanding of goodness and loving your neighbors.","Don't see it if You don't like musicals and don't care to see a show that demonstrates selflessness.="
"77","100","Great staging, So touching  Ann 4",""," April 8th, 2017","See it if you want to be absorbed in an heartfelt story with great music and great direction. This musical might just win the Tony.","Don't see it if I cannot think of one reason not to see it. I had my trepidations because I couldn't imagine a musical about 9/11.=Also But it was funny and absorbing. Of course, I cried. Who wouldn't. But it was a good catharsis. I also laughed and applauded....<U+00A0>Read more Read less"
"78","100","Funny, Masterful, Must see, Relevant, Riveting  Janet Bo Banet",""," April 7th, 2017","See it if You still have wounds from 9/11. This magnificent show will help soothe those wounds.","Don't see it if You don't enjoy musicals that restore your faith in humanity with humor and grace.="
"79","100","Exquisite, Great acting, Masterful, Must see, Great writing  Adam L 6305",""," April 6th, 2017","See it if You want to see a moving and uplifting show full of emotion about the power of mankind.","Don't see it if You do not like to cry. You do not like stories of People stepping up and making do in tough times.="
"80","100","Absorbing, Great acting, Must see, Relevant, Great singing  JasonBKLYN",""," April 5th, 2017","See it if You must see this ensemble of actors & musicians! On stage for 105 mins telling genuine stories & every emotion is laid out bare. Must see!","Don't see it if The intensity of 12 actors in a constant stream of song & storytelling can become overwhelming. This is true stories of the 9/11 experience.="
"81","74","Funny, Entertaining,  cute","Tsar","On"," April 5th, 2017","See it if you want to see a  feel good  show, with good, fun, musical numbers.=Don't see it if You are looking for character development or deeper source material=Also It is fun and entertaining, however, just when it starts to get into some deeper issues, it pulls you out into another fun musical number. I admire the fact that it mostly stays away from the tragic events of 9/11 but it goes more into the human experience; I also liked that it tries (although not always succeeds) in staying away from melodrama and moralistic messages....<U+00A0>Read more Read less="
"82","69","Disappointing, Great singing, Staging very busy. almost no quiet moments. dizzying in that respect. also loud.  Jen6044",""," April 4th, 2017","See it if You want to learn this part of 9/11 history. A nice story although there are too many characters. Hard to care about any in particular.","Don't see it if You don't want to think about the events of 9/11. If you don't like bluegrass music. Play is sung through. No talking.="
"83","90","Absorbing, Ambitious, Clever, Great acting, Great staging  Andrew 4",""," April 4th, 2017","See it if you like new musicals that tell a modern story, smallish cast who play multiple roles, are Canadian, recall 9/11, like a great narrative","Don't see it if you avoid 9/11 topics in any metier, enjoy traditional dance musicals, don't like to concentrate on plot and character,="
"84","95","Absorbing, Ambitious, Great acting, Masterful, Great staging  Tim M",""," April 3rd, 2017","See it if You want to see a show that's pretty damn close to perfect! Truly extraordinary!","Don't see it if I can't think of a reason... EVERYONE should see this show!="
