"","Score","Media","Reviewer","Date","Review","Review (Don't)"
"17","85","CurtainUp","Elyse Sommer","December 5th, 2016","With its original team back for the move, it's settled very nicely into the Music Box. The staging has been expanded to fit the larger stage and theater, happily without succumbing to the over amplification, an all-too-common feature of big Broadway musicals. Ben Platt, who was such a terrific Evan last spring, is even better...The rest of the cast is again excellent...Given all of the above, everything I said when I reviewed the show last May still holds.",""
"18","90","Chicago Tribune","Chris Jones","December 4th, 2016","Platt's performance...is as profound and heartbreaking a portrayal of a 17-year-old as one might ever hope to see. It is the heart of a superbly crafted and performed show that is unafraid of complexity and ambiguity...This plot, which rarely strains credulity, brings up a veritable plethora of people in pain, and Pasek and Paul have penned a banquet of ballads of anguish and confusion, but they somehow avoid sentimental exploitation.",""
"19","90","Newsday","Linda Winer","December 4th, 2016","The show is superb<U+2014>original, sensitive, provocative, endearing<U+2014>about so many other knowing and loving things that it<U+2019>s even possible to overlook the unearned happy ending...Everyone is a fully developed person in Levenson<U+2019>s smart book, and the clever, sympathetic songs by Pasek and Paul have a pop intimacy that challenges expansive vocal ranges without seeming to show off. The production by director Greif brings out the real-life depth in the eight exhilarating actors.",""
"20","55","NorthJersey.com","Robert Feldberg","December 5th, 2016","The script ultimately backs off the issues it raises in the service of a happy ending...The evening is seldom lifted by the songs, which, with several notable exceptions, tend to a bland sameness, especially lyrically. And the direction, by Michael Greif, seems at times wrongheaded, better suited to a bigger story...When 'Dear Evan Hansen' is involving, as it certainly is at times, the great share of the credit goes to Platt and his prize-worthy performance.",""
"21","90","Front Mezz Junkies","Steven Ross","December 4th, 2016","'Dear Evan Hansen' has not lost any of its power and tension. It soars with an intense beauty that still captures our hearts and plays havoc with it all at the same time...Not much has changed with 'Dear Evan Hansen' beyond a tightening of its components. Visually it<U+2019>s as perfect and awe-inspiring as it was  -Broadway. Maybe even more so...I<U+2019>m not sure if I will ever feel completely content with the final moments, but all in all, 'Dear Evan Hansen' delivers us a deeply felt rich story.",""
"22","90","CitiTour","Brian Scott Lipton","December 4th, 2016","Heart-stirring and often shattering. But it<U+2019>s not just the show<U+2019>s universal and topical subject matter, smarty explored by Steven Levenson<U+2019>s mostly well-written book or Benj Pasek and Justin Paul<U+2019>s lovely, deeply felt score, that lends the work such pathos. What makes 'Evan Hansen' so special, and oddly lovable, is the brave and extraordinarily raw performance by Ben Platt...In the end, 'Dear Evan Hansen' is both a must-see musical and a tribute to the singular talents of its rising star.",""
"23","90","Wolf Entertainment Guide","William Wolf","December 18th, 2016","A major musical on Broadway that deserves to find a new audience...The entire show is marked by creativity both in staging and performance. Platt is outstanding throughout in the title role of the production, which has a clever book by Levenson and involving music and lyrics by Pasek and Paul...Grief has directed with expert meshing of the show<U+2019>s many ingredients...Not only an enjoyable show, but an admirable one that bears repeat viewing to absorb all of its energy and imagination.",""
"24","95","NY1","Roma Torre","December 5th, 2016","Deeply universal and utterly compelling...It's told utilizing the language of social-media, which director Michael Grief has employed to stunning effect. Pasek and Paul's score, so seamlessly woven into the story line, captures character nuances with the emotional eloquence of our finest dramatic plays, inducing tears and laughter in equal measure. And it is performed by a superlative cast...Platt gives an incomparable performance that ranks among the finest in years.",""
"25","95","Theater Pizzazz","Sandi Durell","December 9th, 2016","This isn<U+2019>t your usual Broadway musical<U+2013>it<U+2019>s better! It<U+2019>s funny, sad, tragic and filled with great heart. This is a powerful story of a young, high-school misfit played by the remarkable Ben Platt, whose physical and emotionally nuanced performance is so compelling and sensitive that one is in awe...Michael Greif helms the cast with a magical directorial hand...Many Tony nominations and expected awards for this one!!",""
"26","95","Exquisite, Must see, Profound, Resonant, Important  Polly 7089",""," May 7th, 2017","See it if You want to see a wholly original musical that's not based on a book, movie, music group, or famous event: just a story about normal people.","Don't see it if You don't like crying in public."
"27","95","Great acting, Must see, Resonant, Great writing, Great singing  eortiz1296",""," May 6th, 2017","See it if You want to see Ben Platt be absolutely amazing, you've ever felt alone and hopeless, high school was rough, you want a good cry","Don't see it if You're looking for a more traditional musical, you're uncomfortable with discussion of suicide and mental health issues="
"28","95","Intense, Masterful, Must see, Profound, Relevant  webman843",""," May 3rd, 2017","See it if you want to be moved - repeatedly - by the story, the acting, the singing. Every part of this show is fantastic.","Don't see it if you can not handle the heavy emotional subject matter.="
"29","85","Great acting, Intense, Relevant  KMAC23",""," May 1st, 2017","See it if Wow. What a refreshing new musical. Ben Platt is a star. Beautiful story. Heartbreaking. Small cast. Interesting technical design. Loved it.","Don't see it if The show deals with hard topics: suicide, depression, bullying and anxiety. This may be a trigger for some.="
"30","84","Thought-provoking, Relevant, Breakout performance  Wira",""," April 28th, 2017","See it if you want to see a musical boosting an original story set in the era of social media. However, I prefer the show that's open at the Imperial.","Don't see it if you want to miss the definition of a star-making, breakout role. Ben Platt, with his booming voice, gives the performance of the season="
"31","20","Banal, Disappointing, Insipid, Overrated, Slow  Ralph 5",""," April 26th, 2017","See it if Uninteresting, unrealistic story.","Don't see it if Uninteresting, unrealistic story.="
"32","68","Great acting, Disappointing, Cliched, Overrated, Great singing  Bgelb",""," April 23rd, 2017","See it if you want to see really excellent performances and you enjoy musicals about the struggling  outsider  wanting to fit in.","Don't see it if you like shows with an original approach in terms of story and style. You don't like shows excusing deplorable actions with no repercussions=Also Ben Platt gives an amazing performance and there are some good songs. But the show as a whole is emotionally manipulative and unnecessarily cluttered. There are plenty of musicals and other works of art that deal with all of the issues Dear Evan Hansen tries to tackle in a more effective and resonant way. Mostly, I just have a hard time getting behind a musical where we are supposed to sympathize with a human being who does something so morally reprehensible with no real consequences in the end, and in fact excuses his actions....<U+00A0>Read more Read less="
"33","90","Edgy, Great acting, Must see, Relevant, Great writing  Donna W",""," April 21st, 2017","See it if you enjoy brilliant, original new musicals.","Don't see it if you can't relate at all to the everyday psychological and social issues of parents and high schoolers.="
"34","86","Absorbing, Ambitious, Clever, Great acting, Intense  Andrew 4",""," April 21st, 2017","See it if you're interested in new musicals on offbeat but meaningful topics with innovative, rock-based scores sung by a great cast","Don't see it if You don't like contemporary rock musicals about teenagers with lyrics sometimes screamed as well as youthful enthusiasm="
"35","89","Relevant, Resonant, Great singing  Ryan M",""," April 20th, 2017","See it if You want to witness a wonderfully special performance by Ben Platt and you like contemporary musical theater (i.e. Next to Normal, etc)","Don't see it if You want a big broadway production with dancing but I do think the singing and music are spectacular.="
"36","89","Great acting, Refreshing, Great writing, Great singing, Great staging  Eric N",""," April 14th, 2017","See it if you want to see a talented cast put on a musical about a difficult subject. The show may not be for everyone, but was well done.","Don't see it if you didn't like Next to Normal. Reminded me a lot like this show, especially with the same director.=Also The show was really good, but it wasn't a show I would say everyone had to see. Ben Platt was a superstar in the show, and you def want to see him perform this role. It's not a show I feel I need to see more than once, but happy I saw it....<U+00A0>Read more Read less="
"37","88","Absorbing, Relevant, Resonant, Great writing, Unique  Lucinda",""," April 13th, 2017","See it if interesting set design, engaging story, captivating vocals by Ben Platt","Don't see it if you dislike modern musicals (music, costumes, themes, tech), if you're in the mood for something purely upbeat and happy="
"38","84","Funny, Intelligent, Overrated, Entertaining  Heltondrew",""," April 12th, 2017","See it if You like pop music and new musicals","Don't see it if Enjoy the classics. You should give it a try though.="
"39","87","Absorbing, Clever, Delightful, Enchanting, Entertaining  Kayla Coleman",""," April 7th, 2017","See it if you want to see a new modern show","Don't see it if you prefer old school shows="
"40","80","Clever, Great acting, Quirky, Entertaining, Great singing  Margaret 3",""," April 6th, 2017","See it if you appreciate a really different and emotionally moving story line, dazzling acting and singing, and a very original physical production.","Don't see it if you only like old fashioned traditional musicals.=Also By the end of the evening, I found the music in this show very tiring to listen to, but that's because of my age. If you're young, you'll love it!...<U+00A0>Read more Read less="
"41","97","Great acting, Must see, Great writing, Great singing, Great staging  Jeff L 6259",""," March 30th, 2017","See it if You want to see one of the best shows this season","Don't see it if Want to miss great theater="
"42","90","Absorbing, Great acting, Profound, Relevant, Great writing  June R Ospa",""," March 29th, 2017","See it if If you want to see a musical about issues that affects teens and how to fit into this all too difficult world","Don't see it if Don't see it if you want a light cheerful evening....="
"43","88","Absorbing, Great acting, Intense, Thought-provoking, Must see  Bette T",""," March 24th, 2017","See it if enjoy new, original musicals with an awesome cast and a very moving story.","Don't see it if are not a fan of musicals or are are looking for one with large dance numbers="
"44","92","Great acting, Thought-provoking, Great staging  Suzanna",""," March 18th, 2017","See it if you love YA novels.","Don't see it if stories about teenagers don't appeal to you.="
"45","78","Great acting, Intense, Indulgent, Cliched, Contrived  Muppetina",""," March 16th, 2017","See it if you want to see a superb acting performance.","Don't see it if you're looking for something uplifting.="
"46","89","Great acting, Relevant, Resonant, Great singing, Great staging  Baxter",""," March 10th, 2017","See it if you want to see a relevant, touching story, with some REALLY, REALLY great performances. Act 2 crushed me.","Don't see it if you aren't a fan of contemporary musical theatre writing.="
"47","90","Ambitious, Clever, Great acting, Intense, Relevant  Vicki 6143",""," March 7th, 2017","See it if You like relevant stories of youth at the crossroads of adulthood. The songs are beautifully executed. Deals with moral issues of a big lie.","Don't see it if You don't like musicals or problems of youth growing up in a confusing world that isolates them.="
"48","95","Absorbing, Great acting, Relevant, Great writing, Great singing  Jordan46",""," March 5th, 2017","See it if You want to see an original play about teenage struggles, beautifully acted with beautiful songs. Relevant to anyone who has felt alone.","Don't see it if You are triggered by serious teenage issues and problems. This is a heartbreaking story.=Also Ben Platt is an extraordinary actor and singer. It was an honor to see his work....<U+00A0>Read more Read less="
"49","95","Edgy, Great acting, Quirky, Relevant, Riveting  Laurie R",""," March 3rd, 2017","See it if you want to see one of the hottest shows on Broadway, in line for multiple Tony nominations. Very touching story & very timely.","Don't see it if you don't like contemporary shows or have a hard time watching a show when you wish you could change the events that are happening!="
"50","100","Absorbing, Clever, Delightful  Member 70402511",""," March 3rd, 2017","See it if You want to see a feel good drama.","Don't see it if You want to see a song and dance musical.="
"51","95","Financial Times (UK)","Max McGuinness","December 6th, 2016","While maintaining that improbable balance between pathos and audacious irreverence for over two hours, director Michael Greif expertly sets forth an intricately crafted plot...Benj Pasek and Justin Paul also make the familiar sound fresh by blending rock, country and folk rhythms...More remarkable still is the philosophical depth of Levenson<U+2019>s book, which provocatively suggests a comforting illusion might be preferable to grim reality in the internet age.",""
"52","30","NJ.com","Christopher Kelly","December 4th, 2016","With its wildly implausible story line and its repetitive score<U+2014>I am mystified by the enthusiasm for it. Maybe the show's celebrants are responding to the creators' willingness to tackle such dark themes, or the admittedly hard-working performance of star Ben Platt. But ambitions can't disguise the fact that nothing about 'Dear Evan Hansen' makes very much sense...No actor could bring coherence to what, at its core, is a collection of teen angst cliches in search of a workable plot.",""
"53","90","The Washington Post","Peter Marks","December 5th, 2016","'Historic' is an adjective I<U+2019>ve rarely used to describe a performance, but a review that does not invoke it for Ben Platt<U+2019>s incandescent turn in the ravishingly bittersweet 'Dear Evan Hansen' would be doing it less than justice...Under the crackerjack stewardship of director Michael Greif, the cast of eight guides us with a gentle deftness...The delight here is that Pasek, Paul and Levenson do understand how to make this seemingly unmusical idea sing, and sing grandly.",""
"54","85","Towleroad","Naveen Kumar","December 5th, 2016","A winning, insightful, and totally of-the-moment teen dramedy for the digital age. If its 'Heathers' meets 'Ordinary People' vibes don<U+2019>t always combine in perfect harmony, its humor and extreme heart are sure strike chords with viewers of all walks...Director Greif does expert work in familiar territory...Pasek and Paul<U+2019>s score is lyrical and emotionally rich, with an emo-pop, singer-songwriter feel that<U+2019>s perfectly matched with the story, and offers Platt in particular many moments to shine.",""
"55","90","Out Magazine","Michael Musto","January 9th, 2017","On Broadway, 'Dear Evan Hansen' is creaming the competition, proving to be a thrillingly moving experience...A rivetingly dramatic study in ethics<U+2014>at least until the somewhat pat ending<U+2014>and it<U+2019>s blessed with a rich feeling score by Benj Pasek and Justin Paul, which is easily their most mature and affecting work to date...Michael Greif directs persuasively...Ben Platt is a revelation, giving a star-making, richly sung performance.",""
"56","95","DC Metro Theater Arts","Richard Seff","December 10th, 2016","A highly imaginative and moving musical<U+2026>If anything, 'Dear Evan Hansen,' with the extraordinary Ben Platt in the title role, has grown in stature and lost none of the intimacy that made it so effective in the original<U+2026>The material is well plotted, and it builds to a smashing climax which raises the stakes and gives Mr. Platt a chance to soar with eloquence<U+2026>'Dear Evan Hansen' is a major contribution to musical theatre and the Broadway season.",""
"57","100","Reviewing The Drama","Robin Riegelhaupt","December 4th, 2016","An original, emotional, affecting musical, free of stunt casting, is on Broadway...Levenson's book is both funny and touching; Pasek and Paul's score features accessible pop and smart, raw lyrics that reveal depth of character. It's going to be a great day because Rachel Bay Jones knocks you out with her portrayal of a frazzled, trying mother, and because Ben Platt gives a stunning, star-making performance as the exposed nerve that is our title character...Platt is the real thing.",""
"58","95","Broadway Blog","Matthew Wexler","December 4th, 2016","Rarely does a show come along that sits in the pit of my stomach, evoking those intense waves of emotion that come at life-altering moments...Levenson<U+2019>s book offers just enough twists to keep the audience engaged without diverting into too many subplots. His success is in the development of fully realized, nuanced characters...Ultimately it<U+2019>s the ensemble of eight actors that delivers the impact of 'Dear Evan Hansen.' as well as a message of hope that we could all use right now.",""
"59","60","The Observer UK","Rex Reed","December 15th, 2016","It<U+2019>s Mr. Platt who earns the affectionate audience responses, not the character of Evan Hansen created in the one-note, one-dimensional pop tunes by Benj Pasek and Justin Paul, or the unexceptional book by Steven Levenson that makes everyone sound like they<U+2019>re reading from the cue cards on a television sitcom<U+2026>It<U+2019>s the kind of phony feel-good narrative that could bend toward parody and get boring fast. But thanks to Ben Platt, that possibility never comes up.",""
"60","85","The Huffington Post","Regina Weinreich","December 6th, 2016","An exuberant, fresh, musical<U+2026>The play gives a clear image of how humans can occupy center stage, even in a fast-changing and not altogether truth-speaking virtual world<U+2026>The number that everyone will be humming is the show<U+2019>s anthem, <U+2018>You Will Be Found.<U+2019> When the crowded images disappear at an apple orchard that has become a memorial to the dead boy, the peaceful vision inspires hope, especially for the vibrant genre of musicals.",""
"61","80","Exeunt Magazine","Nicole Serratore","December 11th, 2016","Suffused with narrative purpose and emotional impact, the lyrics of the songs crack open each character allowing us to know their real fears and worries<U+2026>Platt is equally riveting whether singing Evan<U+2019>s pent-up agony or walking in his anxiety-prone shoes<U+2026>The book nicely balances some of the darker themes against a comedic lightness<U+2026>Because so much of the musical moves with careful elegance, some bald plot machinations stand out in contrast.",""
"62","100","StageZine","David NouNou","December 9th, 2016","It is a musical of our time and for generations to come...Michael Grief has taken this complicated tale and directed it with the lightest of touches. He knows it<U+2019>s a heady topic and he treats all the action and movements with the utmost respect. The book by Steven Levenson is brilliant; he combines teenage angst and pains with today<U+2019>s social media and all its trappings. The score by Benj Pasek and Justin Paul is a marvel.",""
"63","90"," Script with Dan Dwyer","Dan Dwyer","December 8th, 2016","Once in a while a new musical comes along with an original story, a book that exactly integrates songs, and characters who achieve emotional intimacy...Beautifully rendered through a smart, keen book by Steven Levenson, and music and lyrics with Sondheim-like sophistication laced with a pop-folk cool by Benj Pasek and Justin Paul...The tiny cast of eight is individually and collectively first rate.",""
"64","90","Village Voice","Michael Feingold","December 13th, 2016","Intelligent, imaginative, and humane<U+2026>If anything, Michael Greif's production has deepened its strongly rooted acting, while minor tweaks have tightened and tautened both Steven Levenson's script and the score<U+2026>The parable, on its newly enlarged scale, continues to ring true, and happily, so does Platt's performance, which provokes empathic tears with the sparsest, most disciplined means.",""
"65","95","The Stage (UK)","Mark Shenton","December 4th, 2016","The musical boasts a darkly textured and deeply nuanced book and provocative songs that are drenched in feeling and fearless commitment. It never sentimentalizes its subject, but feels constantly truthful...This show registers its emotions with a frank, fearless ambivalence. The tone of uncertainty and palpable unease is stunningly projected by Platt...There are equally impressive performances from the other seven actors in the tight ensemble of Greif's deeply felt production.",""
"66","85","Daily Beast","Tim Teeman","December 4th, 2016","What Pasek and Paul, and Levenson, who wrote the book, do is bravely revel in dramatic perversity and a much gnarlier set of emotional and cultural truths...There are some brilliant songs as this insanity unfolds...'Dear Evan Hansen' doesn<U+2019>t do the obvious. Rather, it addresses, inconclusively, more complex questions over the meaning and importance of truth and significance of memory...'Dear Evan Hansen' is beautiful to look at it, slickly directed, and moving, but also biting and subversive.",""
"67","90","Front Row Center","Margret Echeverria","December 10th, 2016","<U+2018>Dear Evan Hansen<U+2019> is a show that holds you tight with its honesty of story told in a way that delights you to your very toes. Every aspect of what you see, hear and feel hums in perfect harmony throughout the piece<U+2026>Writer Steven Levenson has given us a story that could be told around a dinner table right now...Two hours and twenty-five minutes fly by and this musical poo-pooer wished there had been more.",""
"68","95","Entertainment Weekly","Melissa Rose Bernardo","December 4th, 2016","It<U+2019>s not simply that the songs are tuneful. It<U+2019>s that they have a way of instantly piercing your heart and burrowing into your consciousness, while also illuminating character and propelling the plot (no small achievement!)...Credit librettist Steven Levenson for creating such a believable young character, from the anxiety meds to the self-deprecating dialogue. It also doesn<U+2019>t hurt that Platt possesses, on top of a powerhouse voice, a seemingly limitless reserve of charm.",""
"69","100","Live Theatre UK","Stephen Collins","December 6th, 2016","Full of heart, led by an extraordinary central performance from Ben Platt, and featuring a score of rapturous and rhapsodic joy, this is a wonderful, wonderful piece of theatre<U+2026>It is splendid and moving, truthful and hopeful, tragic and humorous...There is not a single moment when energy or skill flags<U+2026>'Dear Evan Hansen' is a masterpiece, a truly inspirational musical and a theatrical marvel...Completely different from, but ultimately better than, 'Hamilton.'",""
"70","75","Stage Buddy","Mark Dundas Wood","December 8th, 2016","Librettist Steven Levenson<U+2019>s scenario is engaging, once you<U+2019>ve suspended your disbelief about its more implausible components...Greif helps bring out some brighter undertones to the story during Act I, though the much-darker Act 2 at a certain point lapses into an unbroken orgy of tortured emotions. The songs, by Ben Pasek and Justin Paul, have the poppy-folky sound of a lot of contemporary musicals...The cast of eight does solid work.",""
"71","95","Magical MissTari Tour","Tari Stratton","December 14th, 2016","I was practically heaving with sobs by the end<U+2026>Ben Platt is giving an extraordinary, star-making performance as Evan Hansen<U+2026>His singing is first-rate, of course, but his complete immersion into this awkward, idiosyncratic kid is totally complete<U+2026>The entire score is fantastic and I can't wait until I can get the cast album<U+2026>The entire cast is incredibly wonderful<U+2026>It made me think about so many things, alongside having the enjoyment of seeing a terrific piece of theater.",""
"72","85","Carey Purcell","Carey Purcell","December 16th, 2016","An astonishingly moving new musical<U+2026>Directed by Michael Greif with palpable sensitivity, Evan is brought to life onstage by Ben Platt, who gives an exhaustingly rich performance<U+2026>Levinson<U+2019>s book offers piercing insight into the practice of marketing off of personal tragedies<U+2026>I was surprised by the speed at which the story wraps up at the conclusion, which felt like too neat and tidy of an ending...But any slight criticisms are soon forgotten in the wake of the importance of this musical.",""
"73","90","BackStage Barbie","BackStage Barbie","March 10th, 2017","Pasek and Paul's songs serve the characters, and the book brings the characters to a place where they can sing. They live harmoniously in the world of Levenson's book...The songs come from such a natural place and they grow out of the dialogue in the sense that you feel they're singing a conversation, not a song...In the hands of a less capable actor, Evan could have easily become a caricature or a joke, but Platt plays him with such honesty and humanity.",""
"74","95","On Stage Blog","Lindsay Timmington","December 5th, 2016","A new (resonant, requisite, relatable) story about fitting in...'Dear Evan Hansen' is impactful for a number of reasons, but topping the list is the extraordinary performance by Ben Platt...You can<U+2019>t take your eyes off Platt when he<U+2019>s onstage...The depth of his dedication to character and performance is extraordinary and without a doubt one of the best performances I<U+2019>ve seen this year...Steven Levenson<U+2019>s book is perfectly paired with a score which delivers a direct punch to the gut.",""
"75","95","Asbury Park Press","Bill Canacci","December 14th, 2016","It<U+2019>s a winner in every sense of the word. There is laughter and plenty of tears, soaring melodies, a brilliant scenic design and a message that teens and parents both will understand<U+2026>Beautifully directed<U+2026>With this performance, Platt will become a Broadway star. He may not have the most powerful voice, but it seems to be perfect for the role<U+2026>The surrounding cast is excellent.",""
"76","95","Absorbing, Great acting, Intense, Thought-provoking, Great singing  Cristina 3",""," March 2nd, 2017","See it if You love great performances and a tragically wonderful theme.","Don't see it if You don't want to think deeply and cry!="
"77","90","Absorbing, Great acting, Masterful, Resonant, Great singing  Michael.T",""," February 28th, 2017","See it if You want to truly be moved. It is both inspirational and heartbreaking. The show is highly relevant and important.","Don't see it if Issues regarding mental health are triggering. Also the set was disappointing to me.="
"78","95","Delightful, Great acting, Relevant, Heartwrenching  Cat Heinen",""," February 28th, 2017","See it if This show is absolutely heart-breaking and a tear jerker. The music is gorgeous, and Ben Platt is a force. Tony-winning material!","Don't see it if You are uncomfortable with topics like anxiety and suicide. Even so, a great show to see.="
"79","94","Absorbing, Great acting, Riveting, Great singing, Amazing  Paige 8",""," February 27th, 2017","See it if you are a breathing human being. You need to see the performance of Ben Platt. Are you kidding me  He's everything. Story & songs great.","Don't see it if You can't handle social anxiety or a theme of suicide.="
"80","90","Absorbing, Intense, Profound, Great singing, Great songs  tapeworthy",""," February 27th, 2017","See it if amazing songs in an intensely emotional story (that still has a lot of humour) about trying to connect in this internet age.","Don't see it if small niggling convenient plot points to move the story along to where it needs to be is an issue. If you want purely happy musicals.=Also Ben Platt gives an amazing performance full of emotional intensity (and pitch perfect singing). Rachel Bay Jones and Jennifer Laura Thompson are finally given fully rounded female roles.I have tiny issues with some of the plot devices and the depiction of the internet feels a bit convenient and  Hollywoodized  and one character seems fully there only for plot machinations, but those are minor things in a musical full of amazing music by Pasek and Paul and a refreshingly contemporary story about the universal struggle to feel connected in this world....<U+00A0>Read more Read less="
